NAMA,IDPEL,ALAMAT,TARIF,DAYA,KDPT_2,TAGSASI / METER,UNITUP,WILKER,ULP,NOM MCB,X,Y,MERK METER,TYPE METER,NOMOR METER,NAMA GARDU,NO. TIANG,,
PJU TERTEK,514060622228,DN TERTEK,P3,7500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.780751,112.215501,,,,EF159,A0,,
PJU DS DARUNGAN ( 147 ),514060659686,DN DARUNGAN,P3,560.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.781119,112.157732,,,,EF147,D0,,
PJU DS PARANG EN087 (M),514110794080,DS PARANG,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.781171,111.921415,SMARTMETER,SMI 200 S,130272416,EN087,D0,,
PJU DS GADUNGAN,514060760547,DN GADUNGAN,P3,14260.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.781389,112.207325,,,,EF078,A0,,
PJ GADUNGAN GD 78,514060643029,DN TERTEK,P3,8260.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.781410,112.207328,,,,EF078,C0,,
PJU DS SUMBERBENDO (135),514060659740,DN SUMBERBENDO,P3,2280.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.781892,112.172622,,,,EF135,A0,,
PJU DS SUMBER BENDO,514060760483,DN SUMBERBENDO,P3,12240.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.781904,112.172618,,,,EF135,A0,,
PJU DN COWEKAN EN605 (M),514110794136,DS COWEKAN,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.781927,111.938765,SMARTMETER,SMI 200 S,130272161,EN605,D5C3D5,,
PJU MENANG,514010662535,DN MENANG,P3,6360.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782103,112.080653,,,,EA126,C0,,
PJU GAYAM T. 264,514061239911,DN GAYAM NO 0 GAYAM,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.782115,112.115094,MELCOINDA,MS98E,87985593,EF264,D1,,
PJU SIMPANG MENANG,514010585047,DS MENANG PAGU,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782125,112.080635,,,,EA126,C0,,
PJU SIMPANG MENANG,514010585054,DS MENANG PAGU,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782144,112.080629,,,,EA126,C0,,
PJU SIMPANG MENANG,514010585062,DS MENANG PAGU,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782162,112.080619,,,,EA126,C0,,
PJU TOYORESMI (318),514010619208,DN TOYORESMI,P3,1680.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782168,112.052809,,,,EA318,A0,,
PJU SIMPANG MENANG,514010585070,DS MENANG PAGU,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782182,112.08061,,,,EA126,C0,,
PJU SIMPANG MENANG,514010585088,DS MENANG PAGU,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782201,112.080601,,,,EA126,C0,,
PJU TOYORESMI,514010666559,DN TOYORESMI,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.782206,112.052792,CANNET,DDS137,50903837362,EA318,A0,,
P J U,514010185883,DS MENANG,P3,250.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.782221,112.080592,,,,EA126,C0,,
PJU TENGGER,514010662550,DN TENGGER KIDUL,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.782529,112.09324,ADTECH,ADOONAT58,36094,EA402,B0,,
PJU DS TIRON,514110675202,DS TIRON,P3,16500.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.782561,111.954666,,,,EN275,C1,,
P J U TENGGER PAGU,514010605910,DN TENGGER KIDUL,P3,1920.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,873.0,-7.782657,112.093221,MELCOINDA,MS98E,10086636,EA402,B0,,
PJU TANJUNG ( 53 ),514011047552,DS TANJUNG,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.782826,112.065559,CANNET,DDS137,50904886160,EA053,A3,,
PJU IMAM BONJOL,514060621823,DN IMAM BONJOL,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.782943,112.207473,MELCOINDA,INDO,94005306,EF078,C5D1,,
LAMPU SODIUM,514060072657,JL GADUNGAN,P3,250.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.783098,112.207710,,,,EF078,C5,,
PJU TOYORESMI,514010777973,DN TOYORESMI,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.783199,112.055621,CANNET,DDS137,50903782220,EA318,A1B7,,
PJU NAMBAAN,514010585309,DS NAMBAAN GPREJO,P3,1760.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.78331,112.046525,,,,EA191,B0,,
PJU KRENCENG EF112,514060880298,DN TRUNOJOYO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.783440,112.216720,SMARTMETER,SMI 200 S,186000126,EF112,B1,,
PJU DS GEDANG SEWU,514060760491,DN GEDANG SEWU,P3,15760.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.783640,112.194367,,,,EF014,A4,,
PJU DS GAYAM T44,514060760284,DN GAYAM,P3,5600.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.783911,112.119317,,,,EF044,A0,,
PJU NAMBAAN ( 191 ),514010618924,DN NAMBAAN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.784014,112.048257,SMARTMETER,SMI 200 S,161592015,EA191,B4,,
PJU NAMBAAN (191),514010666384,DS NAMBAAN,P3,1300.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,591.0,-7.784024,112.04833,SMARTMETER,SMI 200 S,150001412,EA191,D7,,
PJU JONG BIRU (2),514010619161,PR JONGBIRU,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.784331,112.005787,ADTECH,ADOOANT58,58864,EA002,A0,,
PJU DS JONGBIRU,514010544709,DS JONGBIRU,P3,1360.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.784353,112.005782,,,,EA002,A0,,
PJU GRIYA TAMA,514010666454,PR GRIYA TAMA,P3,820.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.784424,112.005765,,,,EA002,C0,,
PJU JONGBIRU,514010666327,DN JONGBIRU,P3,5340.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.78449,112.011378,,,,EA049,A0,,
PJU PUTIH PERMAI,514010666470,PR PUTIH PERMAI,P3,560.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.784519,112.011376,,,,EA049,A0,,
P J JONGBIRU,514010250037,DS JONGBIRU,P3,320.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.784565,112.011357,,,0,EA049,C0,,
PJU SAMBIROBYONG (219),514010619187,DN SAMBIROBYONG,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.784589,112.011351,METBELOSA,OB941LU,2491107,EA049,C0,,
PJU PUTIH PERMAI (205),514010619216,PR PUTIHPERMAI BLOK G,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.784748,112.013762,ADTECH,ADOONAT58,28147,EA205,D1,,
PJU SMB BENDO T285,514061239865,DN SMB BENDO NO 0 SMB BENDO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.784816,112.164605,MELCOINDA,MS98E,8798732,EF136,D8,,
PJU TUNGLUR EF122 B5C7,514060880489,JL DATUK,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.784837,112.164590,METBELOSA,OB91LU,2491363,EF136,D8,,
PJU LESTARI 224,514060879552,DN LESTARI,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.784909,112.174022,SMARTMETER,SMI 200 S,16271793,EF474,C5B6,,
PJU MIPITAN EF214,514060880231,JL MIPITAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.785158,112.215902,ADTECH,IEC62053,35214,EF214,A2,,
P J U NAMBAAN,514010608820,DN NAMBAAN,P3,80.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.785346,112.043154,,,,EA191,D7C8,,
PJU TANJUNG,514010662568,DN TANJUNG,P3,10080.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.785689,112.065967,,,,EA216,B0,,
PJU WATES,514010666169,DS WATES - PAGU,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.786014,112.066712,MELCOINDA,MS-98E,8793956,EA216,B2,,
PJ KWAGEAN KRENCENG,514060651137,DN KWAGEAN,P3,1200.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.786024,112.215800,,,,EF214,A0,,
PJ KWAGEAN GD 214,514060643011,DN KWAGEAN,P3,760.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.786044,112.215801,,,,EF214,C0,,
PJU JONGBIRU (069),514010777940,DS JONGBIRU,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.78644,112.008723,MELCOINDA,MS 98 E,7688327,EA069,D3,,
PJU SUMBERAGUNG 223,514060879623,DN SUMBERAGUNG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.786803,112.189774,MELCOINDA,MS98E,8936784,EF184,D1,,
PJU DS PARANG EN033 (A),514110826071,DS GOLIMAN,P3,1140.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.786871,111.883063,,,,EN033,B1,,
PJU GEDANG SEWU T.155,514061240059,DN GEDANG SEWU NO 0 GD SEWU,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.787123,112.193636,MELCOINDA,MS98E,8798447,EF155,A11,,
PJU KRENCENG 214,514060879578,DN KRENCENG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.787573,112.225456,MELCOINDA,MS98E,8211188,EF237,D15,,
PJU SAMBIREJO T.046,514061240154,DN SAMBIREJO NO 0 SAMBIREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.787696,112.145017,MELCOINDA,MS98E,8936449,EF046,D10A3,,
PJ DS KRENCENG /237,514060651152,DN KRENCENG,P3,1320.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.787952,112.231388,,,,EF237,B0,,
PJU DS KRENCENG (237),514060646241,DN KRENCENG,P3,1280.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.787975,112.231392,,,,EF237,B0,,
PJU BABADAN EF237,514060879395,DS BABADAN,P3,1300.0,1.0,METER,51406.0,KAB,PARE,591.0,-7.787992,112.235953,METBELOSA,OB91Z,2491235,EF237,B11,,
PJU SUMBERBENDO EF136,514060880501,DN LAWU,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.788028,112.170736,SMARTMETER,SMI 200 S,162663804,EF136,B7,,
PJ GADUNGAN GD 20,514060643003,DN GADUNGAN,P3,4900.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.788058,112.209008,,,,EF020,B2A1,,
PJU GADUNGAN 20,514060879698,DN TONDO MULYO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.788071,112.209010,SMARTMETER,SMI 200 S,185536005,EF020,B2A1,,
PJU KAMBINGAN,514010666015,DN KAMBINGAN,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.7888,112.086482,ADTECH,ADOONAT58,35203,EA245,B0,,
PJU JATIMULYO 212,514060879728,DN JATIMULYO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.789097,112.229933,METBELOSA,OB91Z,2492230,EF102,D10,,
PJ DS KRENCENG / 102,514060651065,DN KRENCENG,P3,2680.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.789155,112.234346,,,,EF102,D0,,
PJU KRENCENG (102),514060646162,DN KRENCENG,P3,3040.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.789155,112.234365,,,,EF102,D0,,
PJU JONG BIRU (558),514010619179,DN JONGBIRU,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.789292,112.010536,ADTECH,ADOONAT58,58860,EA558,A0,,
PJU GAPURA PERBATASAN,514010327608,DS MAYOR BISMO,P3,11000.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,5000.0,-7.789325,112.010531,SANXING,CSI01,4520036174,EA558,A0,,
PJU KAMBINGAN,514010777965,DN KAMBINGAN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.789894,112.08892,ADTECH,ADOONAT58,28142,EA245,B8,,
PJU KRENCENG EF161,514060880272,DN JATISARI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.790017,112.250780,SANXING,CSI01,45210039874,EF101,D1,,
PJU KRENCENG EF101,514060880742,DS KI AGENG MANIS 2,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.790023,112.250807,ADTECH,IEC62053,35213,EF101,D1,,
PJU GADUNGAN T.144,514061239903,DK GADUNGAN NO 0 GADUNGAN,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.790058,112.198873,MELCOINDA,MS98E,8798736,EF144,B1,,
PJ DS KRENCENG / 101,514060651057,DN KRENCENG,P3,1000.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.790105,112.251126,,,,EF101,B0,,
PJU KRENCENG (161),514060646217,DN KRENCENG,P3,2000.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.790467,112.245501,,,,EF161,A0,,
PJ DS KRENCENG / 161,514060651099,DN KRENCENG,P3,1740.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.790486,112.245495,,,,EF161,C0,,
PJU GAYAM (226),514010619352,DS GAYAM,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.790734,112,1125,ADTECH,ADOONAT58,25896,EA226,A1,,
PJU WONOREJO EF161,514060880726,DN BODAG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.790912,112.245263,ADTECH,IEC62053,25931,EF161,C2,,
PJU MANYARAN EA022,514111109261,DS NGESONG MANYARAN,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.791028,111.957198,SMARTMETER,SMI 200 S,172424877,EN022,B1C1,,
PJU KWADUNGAN (314),514010619195,DS KWADUNGAN,P3,1920.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.791036,112.027205,,,,EA314,D0,,
P J U KWADUNGAN,514010608917,DS KWADUNGAN,P3,1600.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.791065,112.027198,,,,EA314,D0,,
PJU DS BABADAN EN511 (A),514110825988,DS BABADAN,P3,3690.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.791376,111.948863,,,,EN511,B3,,
PJ GADUNGAN GD 248,514060642993,DN GADUNGAN,P3,5040.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.791381,112.213791,,,,EF248,A1,,
PJU DN KASIHAN EN387 (M),514110546290,DN KASIHAN MANYARAN,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.791615,111.974027,MELCOINDA,MS-98E,7604262,EN387,D3C13,,
PJU PAREREJO ( 191 ),514060656074,DS PAREREJO,P3,1440.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.791865,112.178018,,,,EF191,C1,,
PJU SUMBERPETUNGT.046,514061240304,DN SUMBER PETUNG NO 0 SBR PETUNG,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.791900,112.149437,MELCOINDA,MS98E,8797016,EF046,B2,,
PJU SUKOREJO EA385,514011047649,DS SUKOREJO,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.79223,112.096649,SMARTMETER,SMI-200S,172277171,EA385,D1A5,,
PJU DS PARANG T. 619/620,514110616068,DN DS PARANG,P3,7700.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.792234,111.904113,,,,EN619,B5,,
PJ TONDO WONGSO GD 262,514060643078,DN TONDOWONGSO,P3,3520.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.792407,112.141476,,,,EF262,D0,,
PJU BOLOREJO,514011047664,DS BOLOREJO,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.792729,112.12808,SMARTMETER,SMI-200S,172274948,EA381,A9D3,,
PJ GADUNGAN GD 59,514060642969,DN GADUNGAN,P3,930.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.793214,112.206567,,,,EF059,B0,,
PJU DN BABADAN 511,514111113105,DS BABATAN TIRON,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.793267,111.945174,SMARTMETER,SMI 200 S,172424926,EN512,D3C6,,
PJU TIRON EN073 (M),514110794072,DS SUMBERBENDO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.793387,111.920793,SMARTMETER,SMI 200 S,130272402,EN073,D2C3,,
PJU BULUPASAR,514010778449,DN KUNIR,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.793421,112.064669,ADTECH,ADOONAT58,36089,EA024,D4,,
PJU NAMBAAN,514010666518,DN NAMBAAN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.793591,112.049118,ADTECH,ADOONAT58,24684,EA584,B1,,
PJU SOBO NAMBAAN ( 584 ),514010618932,DN SOBO,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.793608,112.049187,ADTECH,ADOONAT58,24688,EA584,B1,,
PJU SUKOREJO EA385,514011047631,DS SUKOREJO,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.793903,112.095989,SMARTMETER,SMI-200S,172278709,EA385,D1,,
PJU GEMPOLAN,514011029877,DS GEMPOLAN,P3,2200.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1000.0,-7.794342,112.108104,SMARTMETER,SMI 200 S,162652296,EA226,C13,,
PJ DS GADUNGAN / 59,514060651024,DN GADUNGAN,P3,3060.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.794582,112.206116,,,,EF059,D1C3B1C1,,
PJU GADUNGAN 248,514060879387,DN GADUNGAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.794595,112.206111,METBELOSA,OB91Z,2490338,EF059,D1C3B1C1,,
PJ GADUNGAN,514060621807,JL GADUNGAN,P3,500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.794688,112.210896,,,,EF157,D7,,
PJU PAREREJO C,514060749602,DN PAREREJO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.794764,112.186159,METBELOSA,LOSA,2477832,EF053,C2D5,,
PJU JL MATARAM,514010742742,DN TAWANGSARI,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.794907,112.015944,MELCOINDA,MF-97E,9039355,EA332,D4,,
PJU KWEDEN KR REJO,514010619153,DN KWEDEN,P3,3000.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.795144,112.039494,,,,EA573,D0,,
PJU KARANG REJO,514010513661,DS KARANGREJO,P3,1280.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.795195,112.039628,,,,EA573,B0,,
PJU TAWANG SARI (332),514010619146,DN TAWANGSARI GAMBANG,P3,6080.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.79522,112.017428,,,,EA332,B0,,
PJU TAWANGSARI,514010662718,DN TAWANGSARI,P3,6080.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.795224,112.017345,,,,EA332,D0,,
PJU PAREREJO ( 53 ),514060656066,DS PAREREJO,P3,2800.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.795274,112.188858,,,,EF053,C0,,
PJU KWEDEN,514010666376,DN KWEDEN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.79538,112.04016,MELCOINDA,MS98E,10087945,EA573,B2,,
PJU BULU PASAR,514010666185,DS BULU PASAR,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.795452,112.073248,SMARTMETER,SMI 200 S,150025971,EA179,B5,,
PJU BOLOREJO,514011047656,DS BOLOREJO,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.795834,112.128232,SMARTMETER,SMI-200S,172278158,EA381,A2,,
PJU GADUNGAN GD 157,514060642977,DN GADUNGAN,P3,5190.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.795920,112.212899,,,,EF157,D1,,
PJU BRINGIN EF163,514060880647,JL JOMBANG,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.795926,112.212912,METBELOSA,OB91LU,2490322,EF157,D1,,
PJU DS JATIMULYO T.212,514061239960,DN JATI MULYO NO 0 JATI MULYO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.796383,112.252251,MELCOINDA,MS98E,8798598,EF212,C11,,
PJU DS JATIMULYO ( 212 ),514060658668,DN JATI MULYO,P3,6640.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.796393,112.252229,,,,EF212,A9,,
PJU BULUPASAR,514011074196,DS BULUPASAR,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.796594,112.07456,MELCOINDA,MS98E,9460574,EA179,B8,,
PJU PAREREJO,514060749610,DN PAREREJO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.797106,112.187434,METBELOSA,LOSA,2477845,EF054,A2,,
PJU NGASEM,514010585403,DS NGASEM GAMPENGREJ,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.797228,112.048287,CANNET,DDS137,50903676158,EA190,A0,,
PJU MEJONO 300,514060880032,DS RAYA,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.797353,112.223721,METBELOSA,OB91Z,2490343,EF211,A1,,
PJ DS NGLARANGAN / 211,514060651129,DN NGLARANGAN,P3,1190.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.797619,112.223698,,,,EF211,A0,,
PJU DS PAREREJO ( 54 ),514060659724,DS PAREREJO,P3,112.0.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.797738,112.186924,,,,EF054,A0,,
PJU PARANG,514111094177,DS PARANG,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.797856,111.888399,SMARTMETER,SMI 200 S,162577533,EN620,A1,,
PJU KWEDEN,514010689115,DN KWEDEN,P3,640.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,291.0,-7.79801,112.036394,METBELOSA,OB941U,2478304,EA276,A1,,
PJU NGASEM,514010666392,DS NGASEM,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.798295,112.046875,ADTECH,ADOONAT58,28143,EA317,D3,,
PJU KARANG REJO,514010513679,DS KARANG REJO,P3,1280.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.798549,112.036322,,,,EA276,A0,,
PJ GADUNGAN GD 60,514060642985,DN GADUNGAN,P3,4270.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.799220,112.217961,,,,EF060,D6,,
PJU TAMBAKREJO (227),514010585382,DS TAMBAKREJO GURAH,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.799313,112.115765,ADTECH,ADOONAT58,61675,EA227,A0,,
PJU KREKEP GURAH,514010585411,DS KREKEP GURAH,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.799648,112.100288,FUJI,FA13,852420,EA089,A0,,
PJU SIMPANG GEMPOLAN,514010585021,DS GEMPOLAN,P3,7700.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,3500.0,-7.799655,112.100251,ADTECH,ADOONAT58,61667,EA089,A0,,
PJU DS KERKEP,514010544695,DS KREKEP,P3,1260.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.799678,112.10022,,,,EA089,C0,,
PJU TAMBAKREJO,514010777932,DS TAMBAKREJO GURAH,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.799706,112.115656,MELCOINDA,MS 98 E,7725636,EA227,C1,,
PJU PARANG EN177 (M),514110799861,DN PARANG,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.799842,111.89344,MELCOINDA,MS98E,9659368,EN117,A0,,
PJU DLOPO,514010666248,DN DLOPO,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.80017,112.035634,,,,EA157,A0,,
PJU DLOPO JOYOBOYO (157),514010619138,DN DLOPO,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.800195,112.03567,ADTECH,ADOONAT58,58974,EA157,A0,,
PJU DS TIRU LOR,514060662528,DN TIRU LOR,P3,6160.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.800757,112.140055,,,,EF180,A0,,
PJU DS TIRULOR T180,514060760292,DN TIRU LOR,P3,240.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.800769,112.140048,,,,EF180,A0,,
PJ DS TIRU LOR,514060651194,DN TIRU LOR,P3,320.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.800785,112.140039,,,,EF180,A0,,
PJU GADUNGAN T060,514060880543,JL GADUNGAN,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.802241,112.221242,METBELOSA,OB91LU,2491144,EF060,B4,,
PJU SIMPANG WONOSARI,514010585039,DS WONOSARI PAGU,P3,500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.802516,112.087683,,,,EA243,A0,,
PJU WONOSARI,514010666177,DS WONOSARI,P3,2640.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.802543,112.087764,,,,EA243,A0,,
LAMPU PJU,514010106867,DS KATANG,P3,250.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.802926,112.045033,,,,EA105,A1,,
PJU  SUMBER BAHAGIA T.233,514061240083,DN SUMBBER BAHAGIA NO 0 GADUNGAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.802949,112.192836,CANNET,DDS137,50904377616,EF233,B4,,
PJ DN SB BAHAGIA,514060651145,DN SUMBER BAHAGIA,P3,2980.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.803162,112.193176,,,,EF233,D0,,
PJU SIMPANG WONOSARI,514010585096,DS WONOSARI PAGU,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.803221,112.086693,ADTECH,ADOONAT58,25812,EA243,C3D4,,
PJU PR KATANG ( 105 ),514010619041,PR PERUMNAS KATANG,P3,11000.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,5000.0,-7.803271,112.044996,CANNET,DDS137,50904209876,EA105,C0,,
